"player" "position" "appearance" "goals" "year" "team"
"Mykola Morozyuk" "Midfielder" 1 0 "2016" "ukraine"
"Ivan Petryak" "Midfielder" 0 1 "2016" "ukraine"
"Artem Putivtsev" "Defender" 1 0 "2016" "ukraine"
"Andrey Pyatov" "Goalkeeper" 13 0 "2016" "ukraine"
"Yaroslav Rakytskyy" "Defender" 11 0 "2016" "ukraine"
"Ruslan Rotan" "Midfielder" 8 2 "2016" "ukraine"
"Serhiy Rybalka" "Midfielder" 5 2 "2016" "ukraine"
"Yevgen Seleznyov" "Forward" 4 5 "2016" "ukraine"
"Vyacheslas Shevchuk" "Defender" 13 0 "2016" "ukraine"
"Taras Stepanenko" "Defender/Midfielder" 12 0 "2016" "ukraine"
"Serhiy Sydorchuk" "Midfielder" 8 1 "2016" "ukraine"
"Anatoliy Tymoshchuk" "Midfielder" 0 4 "2016" "ukraine"
"Andriy Yarmolenko" "Midfielder/Forward" 14 0 "2016" "ukraine"
"Olexsandr Zinchenko" "Midfielder" 1 5 "2016" "ukraine"
"Roman Zozulya" "Forward" 6 1 "2016" "ukraine"
"Bohdan Butko" "Defender" 3 0 "2017" "ukraine"
"Olexsandr Karavaev" "Midfielder" 0 1 "2017" "ukraine"
"Yevhen Konoplyanka" "Midfielder" 3 0 "2017" "ukraine"
"Viktor Kovalenko" "Midfielder" 3 0 "2017" "ukraine"
"Artem Kravets" "Forward" 2 0 "2017" "ukraine"
"Oleksandr Kucher" "Defender" 3 0 "2017" "ukraine"
"Ivan Ordets" "Defender" 2 0 "2017" "ukraine"
"Ivan Petryak" "Midfielder" 0 1 "2017" "ukraine"
"Andrey Pyatov" "Goalkeeper" 3 0 "2017" "ukraine"
"Yaroslav Rakytskyy" "Defender" 1 0 "2017" "ukraine"
"Ruslan Rotan" "Midfielder" 0 1 "2017" "ukraine"
"Yevhen Shakhov" "Midfielder/Forward" 0 1 "2017" "ukraine"
"Yevhen Shakhov" "Midfielder/Forward" 0 1 "2017" "ukraine"
"Eduard Sobol" "Defender" 3 0 "2017" "ukraine"
"Taras Stepanenko" "Defender/Midfielder" 3 0 "2017" "ukraine"
"Serhiy Sydorchuk" "Midfielder" 1 1 "2017" "ukraine"
"Andriy Yarmolenko" "Midfielder/Forward" 3 0 "2017" "ukraine"
"Olexsandr Zinchenko" "Midfielder" 3 0 "2017" "ukraine"
"Roman Zozulya" "Forward" 0 3 "2017" "ukraine"
"Walid Abbas" "Defender" 4 0 "2016" "united-arab-emirates"
"Amer Abdulrahman" "Midfielder" 7 0 "2016" "united-arab-emirates"
"Mohamed  Abdulrahman" "Forward" 2 3 "2016" "united-arab-emirates"
"Omar Abdulrahman" "Forward" 6 0 "2016" "united-arab-emirates"
"Ismail Ahmed" "Defender" 5 1 "2016" "united-arab-emirates"
"Mohamed Ahmed" "Defender" 5 0 "2016" "united-arab-emirates"
"Dawood Al Balooshi" "Midfielder" 0 1 "2016" "united-arab-emirates"
"Ismael Al Hammadi" "Midfielder" 3 2 "2016" "united-arab-emirates"
"Ahmed Alhasmi" "Forward" 0 2 "2016" "united-arab-emirates"
"Ahmed Ali" "Forward" 4 0 "2016" "united-arab-emirates"
"Khalid Eisa" "Goalkeeper" 3 0 "2016" "united-arab-emirates"
"Khamis Esmaeel" "Midfielder" 1 0 "2016" "united-arab-emirates"
"Habib Fardan Abdualla" "Midfielder" 3 3 "2016" "united-arab-emirates"
"Mohamed Fawzi" "Midfielder" 3 0 "2016" "united-arab-emirates"
"Mohammed Fayez" "Defender" 2 0 "2016" "united-arab-emirates"
"Majed Hassan" "Midfielder" 6 0 "2016" "united-arab-emirates"
"Abdulaziz Hussain" "Midfielder" 3 0 "2016" "united-arab-emirates"
"Hassan Ibrahim" "Defender/Midfielder" 0 2 "2016" "united-arab-emirates"
"Ahmed Khalil" "Forward" 7 0 "2016" "united-arab-emirates"
"Ali Khaseif" "Goalkeeper" 2 0 "2016" "united-arab-emirates"
"Ali Mabkhout" "Forward" 3 0 "2016" "united-arab-emirates"
"Ismael Aljunaibi Matar" "Forward" 0 1 "2016" "united-arab-emirates"
"Abdullah Mousa" "Defender" 0 1 "2016" "united-arab-emirates"
"Majed Naser" "Goalkeeper" 2 0 "2016" "united-arab-emirates"
"Salem Saleh" "Forward" 0 2 "2016" "united-arab-emirates"
"Mohanad Salem" "Defender" 5 0 "2016" "united-arab-emirates"
"Abdelaziz Sanqour" "Defender" 1 0 "2016" "united-arab-emirates"
"Walid Abbas" "Defender" 1 1 "2017" "united-arab-emirates"
"Amer Abdulrahman" "Midfielder" 2 0 "2017" "united-arab-emirates"
"Mohamed  Abdulrahman" "Forward" 0 1 "2017" "united-arab-emirates"
"Omar Abdulrahman" "Forward" 3 0 "2017" "united-arab-emirates"
"Ismail Ahmed" "Defender" 3 0 "2017" "united-arab-emirates"
"Mohamed Ahmed" "Defender" 2 0 "2017" "united-arab-emirates"
"Tariq Ahmed" "Midfielder" 1 0 "2017" "united-arab-emirates"
"Ismael Al Hammadi" "Midfielder" 2 0 "2017" "united-arab-emirates"
"Mohamed Al Hammadi" "Defender" 1 0 "2017" "united-arab-emirates"
"Ahmed Ali" "Forward" 3 0 "2017" "united-arab-emirates"
"Khalid Eisa" "Goalkeeper" 2 0 "2017" "united-arab-emirates"
"Habib Fardan Abdualla" "Midfielder" 0 2 "2017" "united-arab-emirates"
"Mohamed Fawzi" "Midfielder" 1 1 "2017" "united-arab-emirates"
"Abdulaziz Hussain" "Midfielder" 0 2 "2017" "united-arab-emirates"
"Khamis Ismail" "Midfielder" 3 0 "2017" "united-arab-emirates"
"Ahmed Khalil" "Forward" 2 1 "2017" "united-arab-emirates"
"Majed Naser" "Goalkeeper" 1 0 "2017" "united-arab-emirates"
"Salem Saleh" "Forward" 1 1 "2017" "united-arab-emirates"
"Mohanad Salem" "Defender" 3 0 "2017" "united-arab-emirates"
"Abdelaziz Sanqour" "Defender" 2 0 "2017" "united-arab-emirates"
"Egidio Arevalo" "Midfielder" 10 0 "2016" "uruguay"
"Martin Caceres" "Defender" 6 0 "2016" "uruguay"
"Martin Campaña" "Goalkeeper" 0 1 "2016" "uruguay"
"Edinson Cavani" "Forward" 8 0 "2016" "uruguay"
"Sebastian Coates" "Defender" 4 1 "2016" "uruguay"
"Mathias Corujo" "Defender" 4 4 "2016" "uruguay"
"Giorgian De Arrascaeta" "Midfielder" 0 1 "2016" "uruguay"
"Jorge Fucile" "Defender" 1 2 "2016" "uruguay"
"Jose Gimenez" "Defender" 7 0 "2016" "uruguay"
"Diego Godin" "Defender" 9 0 "2016" "uruguay"
"Alvaro Gonzalez" "Midfielder" 7 4 "2016" "uruguay"
"Abel Hernandez" "Forward" 3 2 "2016" "uruguay"
"Nicolas Lodeiro" "Midfielder" 6 3 "2016" "uruguay"
"Brian Lozano" "Midfielder" 0 2 "2016" "uruguay"
"Camilo Mayada" "Midfielder" 1 2 "2016" "uruguay"
"Fernando Muslera" "Goalkeeper" 10 0 "2016" "uruguay"
"Nahitan Nandez" "Midfielder" 0 3 "2016" "uruguay"
"Alvaro Pereira" "Midfielder" 7 2 "2016" "uruguay"
"Maxi Pereira" "Midfielder" 9 1 "2016" "uruguay"
"Gaston Ramirez" "Midfielder" 1 3 "2016" "uruguay"
"Cristian Rodriguez" "Midfielder" 2 1 "2016" "uruguay"
"Jonathan Rodriguez" "Forward" 1 1 "2016" "uruguay"
"Diego Rolan" "Forward" 6 4 "2016" "uruguay"
"Carlos Sanchez" "Midfielder" 12 0 "2016" "uruguay"
"Michael Santos" "Forward" 0 2 "2016" "uruguay"
"Gaston Silva" "Defender" 3 1 "2016" "uruguay"
"Martin Silva" "Goalkeeper" 2 0 "2016" "uruguay"
"Cristhian Stuani" "Forward" 4 3 "2016" "uruguay"
"Luis Suarez" "Forward" 2 0 "2016" "uruguay"
"Matias Vecino" "Midfielder" 4 1 "2016" "uruguay"
"Mauricio Victorino" "Defender" 3 0 "2016" "uruguay"
"Egidio Arevalo" "Midfielder" 4 0 "2017" "uruguay"
"Edinson Cavani" "Forward" 4 0 "2017" "uruguay"
"Sebastian Coates" "Defender" 2 0 "2017" "uruguay"
"Mathias Corujo" "Defender" 4 0 "2017" "uruguay"
"Jorge Fucile" "Defender" 1 0 "2017" "uruguay"
"Jose Gimenez" "Defender" 2 0 "2017" "uruguay"
"Diego Godin" "Defender" 4 0 "2017" "uruguay"
"Abel Hernandez" "Forward" 0 1 "2017" "uruguay"
"Diego Laxalt" "Midfielder" 0 2 "2017" "uruguay"
"Nicolas Lodeiro" "Midfielder" 2 0 "2017" "uruguay"
"Fernando Muslera" "Goalkeeper" 4 0 "2017" "uruguay"
"Alvaro Pereira" "Midfielder" 0 3 "2017" "uruguay"
"Gaston Ramirez" "Midfielder" 1 1 "2017" "uruguay"
"Cristian Rodriguez" "Midfielder" 3 1 "2017" "uruguay"
"Diego Rolan" "Forward" 0 1 "2017" "uruguay"
"Carlos Sanchez" "Midfielder" 4 0 "2017" "uruguay"
"Gaston Silva" "Defender" 4 0 "2017" "uruguay"
"Cristhian Stuani" "Forward" 0 2 "2017" "uruguay"
"Luis Suarez" "Forward" 4 0 "2017" "uruguay"
"Matias Vecino" "Midfielder" 1 1 "2017" "uruguay"
"Kellyn Acosta" "Midfielder" 2 0 "2016" "usa"
"Jozy Altidore" "Forward" 8 2 "2016" "usa"
"Ventura Alvarado" "Defender" 1 2 "2016" "usa"
"Paul Arriola" "Forward" 1 0 "2016" "usa"
"DaMarcus Beasley" "Midfielder" 1 0 "2016" "usa"
"Kyle Beckerman" "Midfielder" 4 3 "2016" "usa"
"Alejandro Bedoya" "Midfielder" 10 1 "2016" "usa"
"Matt Besler" "Defender" 8 2 "2016" "usa"
"David Bingham" "Goalkeeper" 1 0 "2016" "usa"
"Steve Birnbaum" "Defender" 3 3 "2016" "usa"
"Michael Bradley" "Midfielder" 16 0 "2016" "usa"
"John Brooks" "Defender" 9 0 "2016" "usa"
"Geoff Cameron" "Defender/Midfielder" 14 1 "2016" "usa"
"Edgar Castillo" "Midfielder" 2 0 "2016" "usa"
"Clint Dempsey" "Midfielder/Forward" 11 0 "2016" "usa"
"Mix Diskerud" "Midfielder" 2 3 "2016" "usa"
"Brad Evans" "Midfielder" 2 1 "2016" "usa"
"Ethan Finlay" "Midfielder" 1 2 "2016" "usa"
"Omar Gonzalez" "Defender" 2 0 "2016" "usa"
"Julian Green" "Forward" 0 1 "2016" "usa"
"Brad Guzan" "Goalkeeper" 13 0 "2016" "usa"
"Tim Howard" "Goalkeeper" 4 1 "2016" "usa"
"Emerson Hyndman" "Midfielder" 0 1 "2016" "usa"
"Aron Johannsson" "Forward" 0 2 "2016" "usa"
"Fabian Johnson" "Defender" 9 1 "2016" "usa"
"Jermaine Jones" "Midfielder" 15 0 "2016" "usa"
"Jerome Kiesewetter" "Forward" 0 2 "2016" "usa"
"Perry Kitchen" "Midfielder" 1 1 "2016" "usa"
"Eric Lichaj" "Defender" 0 1 "2016" "usa"
"Matt Miazga" "Defender" 0 2 "2016" "usa"
"Alfredo Morales" "Defender" 1 0 "2016" "usa"
"Jordan Morris" "Forward" 1 3 "2016" "usa"
"Darlington Nagbe" "Midfielder" 0 10 "2016" "usa"
"Lee Nguyen" "Midfielder" 2 1 "2016" "usa"
"Michael Orozco" "Defender" 9 2 "2016" "usa"
"Fabrice Picault" "Midfielder" 0 1 "2016" "usa"
"Christian Pulisic" "Defender" 0 6 "2016" "usa"
"Tim Ream" "Defender" 6 0 "2016" "usa"
"Luis Robles" "Goalkeeper" 1 0 "2016" "usa"
"Brek Shea" "Defender/Midfielder" 1 0 "2016" "usa"
"Jonathan Spector" "Defender" 0 2 "2016" "usa"
"Tony Tchani" "Midfielder" 0 1 "2016" "usa"
"Will Trapp" "Midfielder" 0 1 "2016" "usa"
"Brandon Vincent" "Defender" 0 1 "2016" "usa"
"Danny Williams" "Midfielder" 2 2 "2016" "usa"
"Chris Wondolowski" "Forward" 1 2 "2016" "usa"
"Bobby Wood" "Forward" 11 5 "2016" "usa"
"Andrew Wooten" "Forward" 0 1 "2016" "usa"
"DeAndre Yedlin" "Defender" 14 2 "2016" "usa"
"Gyasi Zardes" "Midfielder" 17 1 "2016" "usa"
"Graham Zusi" "Midfielder" 3 5 "2016" "usa"
"Kellyn Acosta" "Midfielder" 2 0 "2017" "usa"
"Juan Agudelo" "Forward" 0 1 "2017" "usa"
"Jozy Altidore" "Forward" 4 0 "2017" "usa"
"Paul Arriola" "Forward" 0 2 "2017" "usa"
"Kyle Beckerman" "Midfielder" 1 0 "2017" "usa"
"Alejandro Bedoya" "Midfielder" 2 0 "2017" "usa"
"Matt Besler" "Defender" 2 0 "2017" "usa"
"David Bingham" "Goalkeeper" 0 1 "2017" "usa"
"Steve Birnbaum" "Defender" 1 1 "2017" "usa"
"Terrence Boyd" "Forward" 0 1 "2017" "usa"
"Michael Bradley" "Midfielder" 3 0 "2017" "usa"
"John Brooks" "Defender" 1 0 "2017" "usa"
"Geoff Cameron" "Defender/Midfielder" 3 0 "2017" "usa"
"Timmy Chandler" "Forward" 0 1 "2017" "usa"
"Omar Gonzalez" "Defender" 2 0 "2017" "usa"
"Lynden Gooch" "Forward" 0 1 "2017" "usa"
"Julian Green" "Forward" 2 0 "2017" "usa"
"Brad Guzan" "Goalkeeper" 1 0 "2017" "usa"
"Ethan Horvath" "Goalkeeper" 1 0 "2017" "usa"
"Tim Howard" "Goalkeeper" 1 0 "2017" "usa"
"Fabian Johnson" "Defender" 3 0 "2017" "usa"
"Perry Kitchen" "Midfielder" 1 0 "2017" "usa"
"Sascha Kljestan" "Midfielder" 3 1 "2017" "usa"
"Jordan Morris" "Forward" 0 3 "2017" "usa"
"Michael Orozco" "Defender" 1 0 "2017" "usa"
"Christian Pulisic" "Defender" 2 1 "2017" "usa"
"Caleb Stanko" "Midfielder" 0 1 "2017" "usa"
"Danny Williams" "Midfielder" 0 2 "2017" "usa"
"Chris Wondolowski" "Forward" 0 1 "2017" "usa"
"Bobby Wood" "Forward" 3 0 "2017" "usa"
"William Yarbrough" "Goalkeeper" 1 0 "2017" "usa"
"DeAndre Yedlin" "Defender" 3 0 "2017" "usa"
"Graham Zusi" "Midfielder" 1 0 "2017" "usa"
"Igor Akinfeev" "Goalkeeper" 10 0 "2016" "russia"
"Alexei Berezutskiy" "Defender" 10 4 "2016" "russia"
"Vassili Berezutskiy" "Defender" 8 0 "2016" "russia"
"Denis Cheryshev" "Midfielder" 1 1 "2016" "russia"
"Igor Denisov" "Midfielder" 7 0 "2016" "russia"
"Alan Dzagoev" "Midfielder" 5 0 "2016" "russia"
"Artem Dzyuba" "Forward" 11 1 "2016" "russia"
"Denis Glushakov" "Midfielder" 3 6 "2016" "russia"
"Aleksandr Golovin" "Midfielder" 4 3 "2016" "russia"
"Guilherme" "Goalkeeper" 0 2 "2016" "russia"
"Sergei Ignashevich" "Defender" 11 1 "2016" "russia"
"Vladislav Ignatyev" "Midfielder" 0 2 "2016" "russia"
"Aleksei Ionov" "Midfielder" 1 2 "2016" "russia"
"Oleg Ivanov" "Midfielder" 2 1 "2016" "russia"
"Alexander Kerzhakov" "Forward" 0 1 "2016" "russia"
"Aleksandr Kokorin" "Forward" 10 0 "2016" "russia"
"Dmitriy Kombarov" "Midfielder" 5 1 "2016" "russia"
"Kirill Kombarov" "Midfielder" 1 0 "2016" "russia"
"Stanislav Kritsyuk" "Goalkeeper" 1 0 "2016" "russia"
"Oleg Kuzmin" "Defender" 3 2 "2016" "russia"
"Yuri Lodygin" "Goalkeeper" 2 1 "2016" "russia"
"Ilya Maksimov" "Midfielder" 0 1 "2016" "russia"
"Pavel Mamaev" "Midfielder" 4 8 "2016" "russia"
"Roman Neustadter" "Midfielder" 2 1 "2016" "russia"
"Ivan Novoseltsev" "Defender" 0 1 "2016" "russia"
"Artem Rebrov" "Midfielder" 0 1 "2016" "russia"
"Aleksandr Samedov" "Midfielder" 2 3 "2016" "russia"
"Georgi Schennikov" "Defender" 3 0 "2016" "russia"
"Andrei Semenov" "Defender" 1 0 "2016" "russia"
"Oleg Shatov" "Midfielder" 9 0 "2016" "russia"
"Roman Shirokov" "Defender/Midfielder" 8 3 "2016" "russia"
"Roman Shishkin" "Defender" 1 2 "2016" "russia"
"Igor Smolnikov" "Defender/Midfielder" 9 1 "2016" "russia"
"Fedor Smolov" "Forward" 7 5 "2016" "russia"
"Dmitry Tarasov" "Midfielder" 1 0 "2016" "russia"
"Dmitri Torbinsky" "Midfielder" 1 1 "2016" "russia"
"Viktor Vasin" "Defender" 1 0 "2016" "russia"
"Artur Yusupov" "Midfielder" 1 1 "2016" "russia"
"Yuri Zhirkov" "Midfielder" 3 0 "2016" "russia"
"Igor Akinfeev" "Goalkeeper" 1 0 "2017" "russia"
"Vassili Berezutskiy" "Defender" 2 0 "2017" "russia"
"Soslan Dzhanaev" "Goalkeeper" 1 0 "2017" "russia"
"Artem Dzyuba" "Forward" 1 0 "2017" "russia"
"Aleksandr Erokhin" "Midfielder" 1 1 "2017" "russia"
"Yuri Gazinskiy" "Midfielder" 1 1 "2017" "russia"
"Maxim Kanunnikov" "Forward" 0 2 "2017" "russia"
"Fedor Kudryashov" "Defender" 1 0 "2017" "russia"
"Ilja Kutepov" "Defender" 1 0 "2017" "russia"
"Aleksei Miranchuk" "Midfielder" 1 0 "2017" "russia"
"Roman Neustadter" "Midfielder" 0 1 "2017" "russia"
"Ivan Novoseltsev" "Defender" 1 0 "2017" "russia"
"Magomed Ozdoev" "Midfielder" 1 1 "2017" "russia"
"Sergei Petrov" "Midfielder" 1 0 "2017" "russia"
"Dmitri Poloz" "Forward" 0 1 "2017" "russia"
"Aleksandr Samedov" "Midfielder" 2 0 "2017" "russia"
"Oleg Shatov" "Midfielder" 2 0 "2017" "russia"
"Igor Smolnikov" "Defender/Midfielder" 1 0 "2017" "russia"
"Fedor Smolov" "Forward" 1 0 "2017" "russia"
"Dmitry Tarasov" "Midfielder" 1 0 "2017" "russia"
"Yuri Zhirkov" "Midfielder" 1 1 "2017" "russia"
"Roman Zobnin" "Midfielder" 1 1 "2017" "russia"
"Azim Akhmedov" "Midfielder" 0 1 "2016" "uzbekistan"
"Odil Akhmedov" "Midfielder" 7 0 "2016" "uzbekistan"
"Stanislav Andreev" "Midfielder" 4 1 "2016" "uzbekistan"
"Sherzod Azamov" "Defender" 1 0 "2016" "uzbekistan"
"Marat Bikmaev" "Midfielder" 3 2 "2016" "uzbekistan"
"Djamshid Boltabaev" "Defender" 2 0 "2016" "uzbekistan"
"Vitaliy Denisov" "Defender" 6 0 "2016" "uzbekistan"
"Server Djeparov" "Midfielder" 9 0 "2016" "uzbekistan"
"Alexander Geynrikh" "Forward" 1 4 "2016" "uzbekistan"
"Jasur Hasanov" "Midfielder" 0 9 "2016" "uzbekistan"
"Aziz Haydarov" "Midfielder" 5 0 "2016" "uzbekistan"
"Jamshid Iskanderov" "Midfielder" 1 0 "2016" "uzbekistan"
"Anzur Ismailov" "Defender" 7 0 "2016" "uzbekistan"
"Mirjamol Kasimov" "Midfielder" 1 0 "2016" "uzbekistan"
"Dostonbek Khamdamov" "Midfielder" 0 1 "2016" "uzbekistan"
"Davron Khashimov" "Defender" 3 0 "2016" "uzbekistan"
"Akromjon Komilov" "Defender" 2 0 "2016" "uzbekistan"
"Egor Krimets" "Defender" 8 0 "2016" "uzbekistan"
"Aleksandr Lobanov" "Goalkeeper" 8 0 "2016" "uzbekistan"
"Aleksandr Merzlyakov" "Defender" 1 0 "2016" "uzbekistan"
"Shukhrat Mukhammadiev" "Midfielder/Forward" 0 2 "2016" "uzbekistan"
"Fozil Musaev" "Midfielder" 0 1 "2016" "uzbekistan"
"Ignatiy Nesterov" "Goalkeeper" 2 0 "2016" "uzbekistan"
"Sardor Rashidov" "Midfielder" 7 0 "2016" "uzbekistan"
"Igor Sergeev" "Forward" 9 0 "2016" "uzbekistan"
"Sanzhar Shaakhmedov" "Midfielder" 0 1 "2016" "uzbekistan"
"Eldor Shomurodov" "Forward" 5 1 "2016" "uzbekistan"
"Otabek Shukurov" "Midfielder" 2 0 "2016" "uzbekistan"
"Djavokhir Sokhibov" "Midfielder" 4 4 "2016" "uzbekistan"
"Eldorbek Suyunov" "Goalkeeper" 1 0 "2016" "uzbekistan"
"Komoliddin Tadjiyev" "Defender" 1 0 "2016" "uzbekistan"
"Islom Tuhtahujaev" "Defender" 2 0 "2016" "uzbekistan"
"Islom Tukhtakhodjaev" "Defender" 5 0 "2016" "uzbekistan"
"Sanzhar Tursunov" "Midfielder" 0 2 "2016" "uzbekistan"
"Odil Akhmedov" "Midfielder" 3 0 "2017" "uzbekistan"
"Marat Bikmaev" "Midfielder" 1 1 "2017" "uzbekistan"
"Vitaliy Denisov" "Defender" 4 0 "2017" "uzbekistan"
"Server Djeparov" "Midfielder" 4 0 "2017" "uzbekistan"
"Alexander Geynrikh" "Forward" 0 3 "2017" "uzbekistan"
"Aziz Haydarov" "Midfielder" 3 0 "2017" "uzbekistan"
"Anzur Ismailov" "Defender" 3 0 "2017" "uzbekistan"
"Davron Khashimov" "Defender" 1 0 "2017" "uzbekistan"
"Egor Krimets" "Defender" 3 0 "2017" "uzbekistan"
"Aleksandr Lobanov" "Goalkeeper" 4 0 "2017" "uzbekistan"
"Jaloliddin Masharipov" "Midfielder" 0 2 "2017" "uzbekistan"
"Sardor Rashidov" "Midfielder" 3 1 "2017" "uzbekistan"
"Igor Sergeev" "Forward" 4 0 "2017" "uzbekistan"
"Eldor Shomurodov" "Forward" 4 0 "2017" "uzbekistan"
"Otabek Shukurov" "Midfielder" 3 1 "2017" "uzbekistan"
"Djavokhir Sokhibov" "Midfielder" 0 2 "2017" "uzbekistan"
"Islom Tukhtakhodjaev" "Defender" 4 0 "2017" "uzbekistan"
"Rafael Acosta" "Midfielder" 1 2 "2016" "venezuela"
"Fernando Amorebieta" "Defender" 1 0 "2016" "venezuela"
"Wilker Angel" "Defender" 10 0 "2016" "venezuela"
"Juan Arango" "Midfielder" 0 2 "2016" "venezuela"
"Alain Baroja" "Goalkeeper" 7 0 "2016" "venezuela"
"Daniel Benitez" "Defender" 1 0 "2016" "venezuela"
"Richard Blanco" "Forward" 2 1 "2016" "venezuela"
"Francisco Carabali" "Defender" 0 2 "2016" "venezuela"
"Carlos Cermeno" "Midfielder" 0 1 "2016" "venezuela"
"Gabriel Cichero" "Defender" 5 0 "2016" "venezuela"
"José Contreras" "Goalkeeper" 3 0 "2016" "venezuela"
"Yonathan Del Valle" "Forward" 1 1 "2016" "venezuela"
"Juan Falcon" "Forward" 1 2 "2016" "venezuela"
"Angel Faria" "Defender" 2 0 "2016" "venezuela"
"Wuilker Farinez" "Goalkeeper" 1 0 "2016" "venezuela"
"Rolf Feltscher" "Defender" 5 0 "2016" "venezuela"
"Arquimedes Figuera" "Midfielder" 9 2 "2016" "venezuela"
"Arles Flores" "Midfielder" 2 0 "2016" "venezuela"
"Javier Alfonso Garcia" "Midfielder" 0 1 "2016" "venezuela"
"Victor Garcia" "Defender" 1 1 "2016" "venezuela"
"Alexander Gonzalez" "Defender/Midfielder" 5 5 "2016" "venezuela"
"Cesar Gonzalez" "Midfielder" 1 2 "2016" "venezuela"
"Luis Gonzalez" "Midfielder" 1 0 "2016" "venezuela"
"Alejandro Guerra" "Midfielder" 9 3 "2016" "venezuela"
"Dani Hernandez" "Goalkeeper" 5 0 "2016" "venezuela"
"Jeffren" "Midfielder" 3 1 "2016" "venezuela"
"Juanpi" "Midfielder" 4 2 "2016" "venezuela"
"Jacobo Salvador Kouffaty" "Forward" 1 0 "2016" "venezuela"
"Franklyn Lucena" "Defender" 3 0 "2016" "venezuela"
"Josef Martinez" "Forward" 7 5 "2016" "venezuela"
"Johan Moreno" "Forward" 1 0 "2016" "venezuela"
"Jhon Murillo" "Forward" 0 2 "2016" "venezuela"
"Romulo Otero Vasquez" "Midfielder" 4 5 "2016" "venezuela"
"Angelo Pena" "Midfielder" 0 1 "2016" "venezuela"
"Adalberto Penaranda" "Forward" 2 4 "2016" "venezuela"
"Andrez Ponce" "Forward" 1 1 "2016" "venezuela"
"Tomás Rincón" "Midfielder" 14 0 "2016" "venezuela"
"Mario Rondon" "Forward" 1 2 "2016" "venezuela"
"Salomon Rondon" "Forward" 11 1 "2016" "venezuela"
"Roberto Rosales" "Defender" 9 0 "2016" "venezuela"
"Christian Santos" "Forward" 5 1 "2016" "venezuela"
"Luis Seijas" "Midfielder" 9 2 "2016" "venezuela"
"Franco Signorelli" "Midfielder" 0 1 "2016" "venezuela"
"Yeferson Soteldo" "Midfielder" 1 0 "2016" "venezuela"
"Carlos Suarez" "Midfielder" 1 0 "2016" "venezuela"
"Andrés Tunez" "Defender" 2 0 "2016" "venezuela"
"Jefre Vargas" "Defender" 1 0 "2016" "venezuela"
"Ronald Vargas" "Midfielder" 2 0 "2016" "venezuela"
"Jose Velazquez" "Defender/Midfielder" 4 3 "2016" "venezuela"
"Mikel Villanueva" "Defender" 5 1 "2016" "venezuela"
"Oswaldo Vizcarrondo" "Defender" 12 0 "2016" "venezuela"
"Yonathan Del Valle" "Forward" 0 1 "2017" "venezuela"
"Rolf Feltscher" "Defender" 2 0 "2017" "venezuela"
"Arquimedes Figuera" "Midfielder" 2 0 "2017" "venezuela"
"Arles Flores" "Midfielder" 2 0 "2017" "venezuela"
"Victor Garcia" "Defender" 0 1 "2017" "venezuela"
"Alexander Gonzalez" "Defender/Midfielder" 2 0 "2017" "venezuela"
"Alejandro Guerra" "Midfielder" 1 1 "2017" "venezuela"
"Dani Hernandez" "Goalkeeper" 4 0 "2017" "venezuela"
"Yangel Herrera" "Midfielder" 0 1 "2017" "venezuela"
"Juanpi" "Midfielder" 4 0 "2017" "venezuela"
"Jacobo Salvador Kouffaty" "Forward" 0 1 "2017" "venezuela"
"Josef Martinez" "Forward" 3 1 "2017" "venezuela"
"Romulo Otero Vasquez" "Midfielder" 0 2 "2017" "venezuela"
"Adalberto Penaranda" "Forward" 4 0 "2017" "venezuela"
"Tomás Rincón" "Midfielder" 4 0 "2017" "venezuela"
"Mario Rondon" "Forward" 1 0 "2017" "venezuela"
"Salomon Rondon" "Forward" 3 0 "2017" "venezuela"
"Roberto Rosales" "Defender" 2 0 "2017" "venezuela"
"Christian Santos" "Forward" 1 0 "2017" "venezuela"
"Yeferson Soteldo" "Midfielder" 1 0 "2017" "venezuela"
"Jose Velazquez" "Defender/Midfielder" 3 1 "2017" "venezuela"
"Mikel Villanueva" "Defender" 2 0 "2017" "venezuela"
"Oswaldo Vizcarrondo" "Defender" 3 0 "2017" "venezuela"
"Angel Wilker" "Midfielder" 3 0 "2017" "venezuela"
"Joe Allen" "Midfielder" 8 1 "2016" "wales"
"Gareth Bale" "Defender/Midfielder" 9 1 "2016" "wales"
"Tom Bradshaw" "Forward" 0 1 "2016" "wales"
"James Chester" "Defender" 10 0 "2016" "wales"
"Simon Church" "Forward" 1 7 "2016" "wales"
"James M Collins" "Defender/Centre back" 0 3 "2016" "wales"
"Dave Cotterill" "Midfielder/Forward" 1 0 "2016" "wales"
"Andrew Crofts" "Midfielder" 0 1 "2016" "wales"
"Ben Davies" "Defender/Midfielder" 12 0 "2016" "wales"
"Paul Dummett" "Defender" 0 1 "2016" "wales"
"David Edwards" "Midfielder" 3 5 "2016" "wales"
"Chris Gunter" "Defender" 13 0 "2016" "wales"
"Adam Henley" "Defender" 0 2 "2016" "wales"
"Wayne Hennessey" "Goalkeeper" 12 0 "2016" "wales"
"Emyr Huws" "Midfielder" 1 2 "2016" "wales"
"Lloyd Isgrove" "Midfielder" 0 1 "2016" "wales"
"Andy King" "Midfielder" 4 2 "2016" "wales"
"Tom Lawrence" "Forward" 3 1 "2016" "wales"
