teamA,teamB,matchDate,matchVenue
Paraguay,Honduras,06 June 2015,"Estadio Defensores del Chaco, Asuncion"
Uruguay,Guatemala,06 June 2015,"Estadio Centenario, Montevideo"
Costa Rica,Brazil,05 September 2015,"Red Bull Arena, New Jersey"
Spain,Slovakia,05 September 2015,Carlos Tartiere OVIEDO
Estonia,Lithuania,05 September 2015,"A. Le Coq Arena, Tallinn"
Netherlands,USA,05 June 2015,"Amsterdam ArenA, Amsterdam"
Japan,Korea Republic,05 August 2015,WUHAN
Greece,Finland,04 September 2015,"Karaiskakis Stadium, Athens"
Serbia,Armenia,04 September 2015,Karadorde Stadium
Hungary,Romania,04 September 2015,"Groupama Arena, Budapest"
Panama,Uruguay,04 September 2015,"Estadio Rommel Fernandez, Panama City"
Portugal,France,04 September 2015,"Estadio Jose Alvalade, Lisboa"
Argentina,Bolivia,04 September 2015,"BBVA Compass Stadium, Houston"
South Africa,Zambia,04 January 2015,Orlando Stadium
Honduras,Venezuela,04 February 2015,"Estadio Olimpico, Cordoba"
Belgium,Bosnia and Herzegovina,03 September 2015,"King Baudouin Stadium, Brussels"
Bahrain,Korea DPR,03 September 2015,BAHRAIN
Netherlands,Iceland,03 September 2015,"Amsterdam ArenA, Amsterdam"
Panama,Ecuador,03 June 2015,"Estadio Rommel Fernandez, Panama City"
Peru,Mexico,03 June 2015,"Estadio Nacional Jose Diaz, Lima"
USA,Guatemala,03 July 2015,LP Field
Peru,Paraguay,03 July 2015,Estadio Municipal de Concepcion
Honduras,Mexico,01 July 2015,NRG Stadium
Ivory Coast,Algeria,01 February 2015,"Nuevo Estadio de Malabo, Malabo"
Finland,Estonia,31 May 2014,Ventspils Olimpiskais Stadions
Panama,Serbia,31 May 2014,Toyota Park
Netherlands,Ghana,31 May 2014,"De Kuip, Rotterdam"
Italy,Republic of Ireland,31 May 2014,Craven Cottage
England,Peru,30 May 2014,Wembley Stadium
Austria,Iceland,30 May 2014,"Tivoli Neu Stadion, Innsbruck"
Spain,Bolivia,30 May 2014,"Estadio Sanchez Pizjuan, Sevilla"
Uruguay,Northern Ireland,30 May 2014,"Estadio Centenario, Montevideo"
Germany,Algeria,30 June 2014,Estadio Beira-Rio
Lithuania,Finland,29 May 2014,Ventspils Olimpiskais Stadions
Honduras,Turkey,29 May 2014,"RFK Stadium, Washington DC"
Costa Rica,Greece,29 June 2014,Itaipava Arena Pernambuco
Netherlands,Mexico,29 June 2014,"Estadio Castelao, Fortaleza"
Denmark,Sweden,28 May 2014,"Parken Stadion, Copenhagen"
Mexico,Israel,28 May 2014,"Azteca Stadium, Mexico City"
Colombia,Uruguay,28 June 2014,Maracana
Australia,South Africa,26 May 2014,Telstra Stadium
Serbia,Jamaica,26 May 2014,"Red Bull Arena, New Jersey"
USA,Germany,26 June 2014,Itaipava Arena Pernambuco
Portugal,Ghana,26 June 2014,Estadio Nacional Mane Garrincha
Korea Republic,Belgium,26 June 2014,Arena Corinthians
Zambia,Ivory Coast,25 October 2014,LUSAKA
Republic of Ireland,Turkey,25 May 2014,Aviva Stadium
Ecuador,France,25 June 2014,Maracana
Bosnia and Herzegovina,Iran,25 June 2014,Arena Fonte Nova
Honduras,Switzerland,25 June 2014,Arena da Amazonia
Costa Rica,England,24 June 2014,"Estadio Mineirao, Belo Horizonte"
Greece,Ivory Coast,24 June 2014,"Estadio Castelao, Fortaleza"
Japan,Colombia,24 June 2014,Arena Pantanal
Italy,Uruguay,24 June 2014,Arena das Dunas
Cameroon,Brazil,23 June 2014,Estadio Nacional Mane Garrincha
Australia,Spain,23 June 2014,Arena da Baixada
Hungary,Denmark,22 May 2014,Nagyerdei Stadion
Korea Republic,Algeria,22 June 2014,Estadio Beira-Rio
USA,Portugal,22 June 2014,Arena da Amazonia
Argentina,Iran,21 June 2014,"Estadio Mineirao, Belo Horizonte"
Germany,Ghana,21 June 2014,"Estadio Castelao, Fortaleza"
Iceland,Sweden,21 January 2014,Mohamed Bin Zayid Stadium
Iraq,Korea DPR,21 February 2014,Zabeel Stadium
United Arab Emirates,Iraq,20 November 2014,"King Fahd International Stadium, Riyadh"
Italy,Costa Rica,20 June 2014,Itaipava Arena Pernambuco
Switzerland,France,20 June 2014,Arena Fonte Nova
Honduras,Ecuador,20 June 2014,Arena da Baixada
Panama,Cuba,20 August 2014,"Estadio Rommel Fernandez, Panama City"
Tunisia,Egypt,19 November 2014,Monastir
Ivory Coast,Cameroon,19 November 2014,Felix Houphouet Boigny
Panama,Canada,19 November 2014,"Estadio Rommel Fernandez, Panama City"
Colombia,Ivory Coast,19 June 2014,Estadio Nacional Mane Garrincha
Japan,Greece,19 June 2014,Arena das Dunas
Uruguay,England,19 June 2014,Arena Corinthians
Slovakia,Finland,18 November 2014,"Stadion pod Dubnom, Zilina"
France,Sweden,18 November 2014,"Stade Velodrome, Marseille"
China PR,Honduras,18 November 2014,"Shaanxi Province Jiaodaruisen Stadium, Xi'an"
Japan,Australia,18 November 2014,OSAKA
Ukraine,Lithuania,18 November 2014,"Olimpiyskyi Kyiv, Kyiv"
Portugal,Argentina,18 November 2014,Old Trafford
Cuba,Haiti,18 November 2014,MONTEGO BAY
Greece,Serbia,18 November 2014,"Karaiskakis Stadium, Athens"
Panama,Canada,18 November 2014,"Estadio Rommel Fernandez, Panama City"
Peru,Paraguay,18 November 2014,"Estadio Nacional Jose Diaz, Lima"
Bolivia,Venezuela,18 November 2014,"Estadio Hernando Siles, La Paz"
Austria,Brazil,18 November 2014,"Ernst Happel Stadion, Wien"
Scotland,England,18 November 2014,"Celtic Park, Glasgow"
Trinidad and Tobago,Jamaica,18 November 2014,"Catherine Hall, Montego Bay"
Spain,Germany,18 November 2014,"Balaidos, Vigo"
Iran,Korea Republic,18 November 2014,"Azadi Stadium, Tehran"
Republic of Ireland,USA,18 November 2014,Aviva Stadium
Romania,Denmark,18 November 2014,"Arena Nationala, Bucurest"
Australia,Netherlands,18 June 2014,Estadio Beira-Rio
Iraq,Oman,17 November 2014,JEDDAH
Netherlands,Ecuador,17 May 2014,"Amsterdam ArenA, Amsterdam"
Belgium,Algeria,17 June 2014,"Estadio Mineirao, Belo Horizonte"
Brazil,Mexico,17 June 2014,"Estadio Castelao, Fortaleza"
Jamaica,Haiti,16 November 2014,MONTEGO BAY
Saudi Arabia,Bahrain,16 November 2014,"King Fahd International Stadium, Riyadh"
Belgium,Wales,16 November 2014,"King Baudouin Stadium, Brussels"
Israel,Bosnia and Herzegovina,16 November 2014,HAIFA
Germany,Portugal,16 June 2014,Arena Fonte Nova
Ghana,USA,16 June 2014,Arena das Dunas
Canada,Colombia,15 October 2014,"Red Bull Arena, New Jersey"
El Salvador,Ecuador,15 October 2014,"Red Bull Arena, New Jersey"
Peru,Guatemala,15 October 2014,LIMA
Trinidad and Tobago,Cuba,15 November 2014,MONTEGO BAY
Switzerland,Lithuania,15 November 2014,"AFG Arena, St Gallen"
Argentina,Bosnia and Herzegovina,15 June 2014,Maracana
Switzerland,Ecuador,15 June 2014,Estadio Nacional Mane Garrincha
France,Honduras,15 June 2014,Estadio Beira-Rio
United Arab Emirates,Uzbekistan,14 October 2014,Zabeel Stadium
Germany,Republic of Ireland,14 October 2014,"Veltins-Arena, Gelsenkirchen"
Japan,Brazil,14 October 2014,Singapore
Armenia,France,14 October 2014,Republican YEREVAN
Canada,Colombia,14 October 2014,"Red Bull Arena, New Jersey"
El Salvador,Ecuador,14 October 2014,"Red Bull Arena, New Jersey"
Denmark,Portugal,14 October 2014,"Parken Stadion, Copenhagen"
Finland,Romania,14 October 2014,"Olympiastadion, Helsinski"
Hong Kong,Argentina,14 October 2014,Hong Kong Stadium
Greece,Northern Ireland,14 October 2014,"Georgios Karaiskakis Stadium, Athens"
USA,Honduras,14 October 2014,"Florida Atlantic University Stadium, Bocaraton"
China PR,Paraguay,14 October 2014,"Changsha Helong Sports Center, Changsha"
Japan,Honduras,14 November 2014,"Toyota Stadium, Aichi"
United Arab Emirates,Oman,14 November 2014,Prince Faisal Bin. F. Stadium
Hungary,Finland,14 November 2014,"Groupama Arena, Budapest"
Serbia,Denmark,14 November 2014,"FK Partizan, Belgrade"
Portugal,Armenia,14 November 2014,"Estádio Algarve, Faro/Loulé"
Paraguay,Peru,14 November 2014,Estadio Feliciano Caceres LUQUE
El Salvador,Panama,14 November 2014,"Estadio Cuscatlán, San Salvador"
USA,Colombia,14 November 2014,Craven Cottage
Scotland,Republic of Ireland,14 November 2014,"Celtic Park, Glasgow"
Romania,Northern Ireland,14 November 2014,"Arena Nationala, Bucurest"
Ivory Coast,Japan,14 June 2014,Itaipava Arena Pernambuco
Colombia,Greece,14 June 2014,"Estadio Mineirao, Belo Horizonte"
Uruguay,Costa Rica,14 June 2014,"Estadio Castelao, Fortaleza"
England,Italy,14 June 2014,Arena da Amazonia
Costa Rica,Guatemala,13 September 2014,Los Angeles Memorial Coliseum
El Salvador,Panama,13 September 2014,Los Angeles Memorial Coliseum
Oman,Uruguay,13 October 2014,Sultan Qaboos Sports Complex
Iceland,Netherlands,13 October 2014,"Laugardalsvollur, Reykyavik"
Bosnia and Herzegovina,Belgium,13 October 2014,"Bilino Polje, Zenica"
Uruguay,Costa Rica,13 November 2014,"Estadio Centenario, Montevideo"
Spain,Netherlands,13 June 2014,Arena Fonte Nova
Mexico,Cameroon,13 June 2014,Arena das Dunas
Germany,Argentina,13 July 2014,Maracana
Estonia,England,12 October 2014,"Lillekula Stadium, Tallinn"
Mexico,Panama,12 October 2014,Estadio La Corregidora
Belgium,Iceland,12 November 2014,"King Baudouin Stadium, Brussels"
Turkey,Brazil,12 November 2014,"Ataturk Olimpiyat Stadium, Istanbul"
Netherlands,Mexico,12 November 2014,"Amsterdam ArenA, Amsterdam"
Brazil,Netherlands,12 July 2014,Estadio Nacional Mane Garrincha
France,Portugal,11 October 2014,Stade De France
Armenia,Serbia,11 October 2014,Republican YEREVAN
Colombia,El Salvador,11 October 2014,"Red Bull Arena, New Jersey"
Finland,Greece,11 October 2014,"Olympiastadion, Helsinski"
Brazil,Argentina,11 October 2014,"Beijing National Stadium, Beijing"
Romania,Hungary,11 October 2014,"Arena Nationala, Bucurest"
Cameroon,Ivory Coast,10 September 2014,"Stade Ahmadou Ahidjo, Yaounde"
Egypt,Tunisia,10 September 2014,Cairo Stadium CAIRO
Guatemala,Honduras,10 September 2014,"BBVA Compass Stadium, Houston"
Panama,Costa Rica,10 September 2014,"BBVA Compass Stadium, Houston"
Uzbekistan,Bahrain,10 October 2014,Zabeel Stadium
Oman,Costa Rica,10 October 2014,Sultan Qaboos Sports Complex
USA,Ecuador,10 October 2014,Rentschler Field
Colombia,El Salvador,10 October 2014,"Red Bull Arena, New Jersey"
Japan,Jamaica,10 October 2014,NIIGATA
United Arab Emirates,Australia,10 October 2014,"Mohammad Bin Zayed Stadium, Abu Dhabi"
Wales,Bosnia and Herzegovina,10 October 2014,"Millennium Stadium, Cardiff"
Saudi Arabia,Uruguay,10 October 2014,Jeddah
Korea Republic,Paraguay,10 October 2014,Cheonan Baekseok Stadium
Republic of Ireland,Portugal,10 June 2014,MetLife Stadium
Canada,Jamaica,09 September 2014,"Rogers Centre, Toronto"
Japan,Venezuela,09 September 2014,"Nissan Stadium, Yokohama"
Brazil,Ecuador,09 September 2014,MetLife Stadium
Iceland,Turkey,09 September 2014,"Laugardalsvollur, Reykyavik"
Bolivia,Mexico,09 September 2014,Dicks Sporting Goods Park
Slovakia,Spain,09 October 2014,Pod Dubnom ZILINA
Lithuania,Estonia,09 October 2014,LFF Stadium Vilnius
Mexico,Honduras,09 October 2014,Estadio Zoque VMR
Ghana,Korea Republic,09 June 2014,"Sun Life Stadium, Miami"
Argentina,Netherlands,09 July 2014,Arena Corinthians
Switzerland,England,08 September 2014,"St Jakob Park, Basel"
Ukraine,Slovakia,08 September 2014,"Olimpiyskiy NSC, Kiev"
Korea Republic,Uruguay,08 September 2014,GOYANG KOREA
Austria,Sweden,08 September 2014,"Ernst Happel Stadion, Wien"
Saudi Arabia,Australia,08 September 2014,Craven Cottage
France,Jamaica,08 June 2014,"Stade Pierre-Mauroy, Villeneuve D'Ascq"
Trinidad and Tobago,Iran,08 June 2014,Arena Corinthians
Germany,Brazil,08 July 2014,"Estadio Mineirao, Belo Horizonte"
Paraguay,United Arab Emirates,07 September 2014,Stadion Villach-Lind
Serbia,France,07 September 2014,"Stadion Crvena Zvezda, Belgrade"
Denmark,Armenia,07 September 2014,"Parken Stadion, Copenhagen"
Bolivia,Ecuador,07 September 2014,Lockhart Stadium
Hungary,Northern Ireland,07 September 2014,"Groupama Arena, Budapest"
Greece,Romania,07 September 2014,"Georgios Karaiskakis Stadium, Athens"
Honduras,El Salvador,07 September 2014,Cotton Bowl
Panama,Costa Rica,07 September 2014,Cotton Bowl
Germany,Scotland,07 September 2014,"Allianz Arena, Munich"
England,Honduras,07 June 2014,"Sun Life Stadium, Miami"
Belgium,Tunisia,07 June 2014,"King Baudouin Stadium, Brussels"
El Salvador,Spain,07 June 2014,"Estadio Cuscatlán, San Salvador"
Peru,Panama,07 August 2014,"Estadio Nacional Jose Diaz, Lima"
Saudi Arabia,Palestine,06 November 2014,Prince Faisal ibn Fahd Stadium
Japan,Zambia,06 June 2014,Raymond James Stadium
Mexico,Portugal,06 June 2014,"Gillette Stadium, Foxborough"
Germany,Armenia,06 June 2014,Coface Arena. Mainz
Brazil,Serbia,06 June 2014,Cicero Pompeu de Toledo
Brazil,Colombia,05 September 2014,"Sun Life Stadium, Miami"
Japan,Uruguay,05 September 2014,Sapporo Dome
Korea Republic,Venezuela,05 September 2014,Bucheon Stadium
Iraq,China PR,05 March 2014,Zabeel Stadium
Austria,Uruguay,05 March 2014,Worthersee Stadion
England,Denmark,05 March 2014,Wembley Stadium
Spain,Italy,05 March 2014,"Vicente Calderon, Madrid"
Bosnia and Herzegovina,Egypt,05 March 2014,"Tivoli Neu Stadion, Innsbruck"
Australia,Ecuador,05 March 2014,The New Den
France,Netherlands,05 March 2014,Stade De France
Israel,Slovakia,05 March 2014,"Ramat Gan Stadium, Tel Aviv"
Japan,New Zealand,05 March 2014,"Olympic Stadium, Tokyo"
Ukraine,USA,05 March 2014,LARNACA
Belgium,Ivory Coast,05 March 2014,"King Baudouin Stadium, Brussels"
South Africa,Brazil,05 March 2014,"FNB Stadium, Johannesburg"
Hungary,Finland,05 March 2014,"ETO Stadion, Gyor"
Costa Rica,Paraguay,05 March 2014,Estadio Nacional de Costa Rica
Portugal,Cameroon,05 March 2014,"Estadio Dr Magalhaes Pessoa, Leiria"
Wales,Iceland,05 March 2014,Cardiff City Stadium
Republic of Ireland,Serbia,05 March 2014,Aviva Stadium
Romania,Argentina,05 March 2014,"Arena Nationala, Bucurest"
Turkey,Sweden,05 March 2014,Ankara 19 Mayis Stadyumu
Argentina,Belgium,05 July 2014,Estadio Nacional Mane Garrincha
Netherlands,Costa Rica,05 July 2014,Arena Fonte Nova
Belgium,Australia,04 September 2014,"Stade Maurice Dufrasne, Liege"
France,Spain,04 September 2014,Stade De France
Italy,Netherlands,04 September 2014,San Nicola BARI
Sweden,Estonia,04 September 2014,Friends Arena
Iraq,Peru,04 September 2014,DUBAI
Ecuador,England,04 June 2014,"Sun Life Stadium, Miami"
Algeria,Romania,04 June 2014,"Stade de Genève, Genève"
Jamaica,Egypt,04 June 2014,Matchroom Stadium
Iceland,Estonia,04 June 2014,"Laugardalsvollur, Reykjavik"
Argentina,Trinidad and Tobago,04 June 2014,"Estadio Monumental Antonio Vespucio Liberti, Buenos Aires"
Netherlands,Wales,04 June 2014,"Amsterdam ArenA, Amsterdam"
France,Germany,04 July 2014,Maracana
Brazil,Colombia,04 July 2014,"Estadio Castelao, Fortaleza"
Denmark,Turkey,03 September 2014,TRE-FOR Park
El Salvador,Guatemala,03 September 2014,"RFK Stadium, Washington DC"
Lithuania,United Arab Emirates,03 September 2014,LINZ
Germany,Argentina,03 September 2014,Esprit Arena
Republic of Ireland,Oman,03 September 2014,Aviva Stadium
Switzerland,Peru,03 June 2014,"Swissporarena, Luzern"
Mexico,Bosnia and Herzegovina,03 June 2014,"Soldier Field, Chicago"
Brazil,Panama,03 June 2014,Estadio Serra Dourada
Bahrain,Korea DPR,02 November 2014,BAHRAIN
Costa Rica,Japan,02 June 2014,Raymond James Stadium
USA,Mexico,02 April 2014,"University of Phoenix Stadium, Glendale"
USA,Turkey,01 June 2014,"Red Bull Arena, New Jersey"
Sweden,Belgium,01 June 2014,Friends Arena
Germany,Cameroon,01 June 2014,"Borussia Park, Monchengladbach"
Honduras,Israel,01 June 2014,"BBVA Compass Stadium, Houston"
France,Paraguay,01 June 2014,"Allianz Riviera, Nice"
Belgium,USA,01 July 2014,Arena Fonte Nova
Argentina,Switzerland,01 July 2014,Arena Corinthians
USA,Korea Republic,01 February 2014,StubHub Center
Uruguay,Italy,30 June 2013,"Maracana, Rio de Janeiro"
Brazil,Spain,30 June 2013,Arena Fonte Nova
England,Republic of Ireland,29 May 2013,Wembley Stadium
USA,Belgium,29 May 2013,FirstEnergy Stadium
USA,Canada,29 January 2013,"BBVA Compass Stadium, Houston"
USA,Panama,28 July 2013,"Soldier Field, Chicago"
Australia,China PR,28 July 2013,"Olympic Stadium, Seoul"
Korea Republic,Japan,28 July 2013,"Olympic Stadium, Seoul"
Spain,Italy,27 June 2013,"Estadio Castelao, Fortaleza"
Northern Ireland,Israel,26 March 2013,Windsor Park
Turkey,Hungary,26 March 2013,Sukru Saracoglu ISTANBUL
Serbia,Scotland,26 March 2013,Stadion Karadorde
France,Spain,26 March 2013,Stade De France
Bolivia,Argentina,26 March 2013,"Estadio Hernando Siles, La Paz"
Mexico,USA,26 March 2013,"Azteca Stadium, Mexico City"
Republic of Ireland,Austria,26 March 2013,Aviva Stadium
Australia,Oman,26 March 2013,ANZ Stadium
Netherlands,Romania,26 March 2013,"Amsterdam ArenA, Amsterdam"
Brazil,Uruguay,26 June 2013,"Estadio Mineirao, Belo Horizonte"
Japan,Australia,25 July 2013,Hwaseong Stadium
USA,Honduras,24 July 2013,"Cowboys Stadium, Arlington"
Slovakia,Lithuania,22 March 2013,"Stadion pod Dubnom, Zilina"
Colombia,Bolivia,22 March 2013,Metropolitano Roberto Melendez
Scotland,Wales,22 March 2013,"Hampden Park, Glasgow"
Sweden,Republic of Ireland,22 March 2013,Friends Arena
Argentina,Venezuela,22 March 2013,"Estadio Monumental Antonio Vespucio Liberti, Buenos Aires"
Uruguay,Paraguay,22 March 2013,"Estadio Centenario, Montevideo"
Spain,Finland,22 March 2013,El Molinon
USA,Costa Rica,22 March 2013,Dicks Sporting Goods Park
Hungary,Romania,22 March 2013,BUDAPEST
Bosnia and Herzegovina,Greece,22 March 2013,"Bilino Polje, Zenica"
Netherlands,Estonia,22 March 2013,"Amsterdam ArenA, Amsterdam"
Japan,Mexico,22 June 2013,"Estadio Mineirao, Belo Horizonte"
Italy,Brazil,22 June 2013,Arena Fonte Nova
Tunisia,Algeria,22 January 2013,Royal Bafokeng Stadium
Brazil,Italy,21 March 2013,"Stade de Genève, Genève"
USA,El Salvador,21 July 2013,M&T Bank Stadium
New Zealand,Mexico,20 November 2013,"Westpac Stadium, Wellington"
Ecuador,Honduras,20 November 2013,"BBVA Compass Stadium, Houston"
Korea Republic,Australia,20 July 2013,Seoul Sang-am Stadium
England,Germany,19 November 2013,Wembley Stadium
France,Ukraine,19 November 2013,Stade De France
Belgium,Japan,19 November 2013,"King Baudouin Stadium, Brussels"
Sweden,Portugal,19 November 2013,Friends Arena
South Africa,Spain,19 November 2013,"FNB Stadium, Johannesburg"
Austria,USA,19 November 2013,"Ernst Happel Stadion, Wien"
Honduras,Ecuador,19 November 2013,"BBVA Compass Stadium, Houston"
Netherlands,Colombia,19 November 2013,"Amsterdam ArenA, Amsterdam"
Australia,Costa Rica,19 November 2013,"Allianz Stadium, Sydney"
Italy,Japan,19 June 2013,Itaipava Arena Pernambuco
Brazil,Mexico,19 June 2013,"Estadio Castelao, Fortaleza"
Argentina,Bosnia and Herzegovina,18 November 2013,"Busch Soccer Park, St Louis"
USA,Honduras,18 June 2013,Rio Tinto Stadium
Australia,Iraq,18 June 2013,ANZ Stadium
Cameroon,Tunisia,17 November 2013,"Stade Omnisports Ahmadou Ahidjo Stadium, Yaounde"
Honduras,Brazil,16 November 2013,"Sun Life Stadium, Miami"
Japan,Netherlands,16 November 2013,"Cristal Arena, Genk"
Wales,Finland,16 November 2013,Cardiff City Stadium
Mexico,Italy,16 June 2013,"Maracana, Rio de Janeiro"
Spain,Uruguay,16 June 2013,Itaipava Arena Pernambuco
USA,Costa Rica,16 July 2013,Rentschler Field
Turkey,Netherlands,15 October 2013,"Sukru Saracoglu, Istanbul"
France,Finland,15 October 2013,Stade De France
Italy,Armenia,15 October 2013,"San Paolo, Napoli"
Israel,Northern Ireland,15 October 2013,"Ramat Gan Stadium, Tel Aviv"
Brazil,Zambia,15 October 2013,"National Stadium, Beijing"
Belgium,Wales,15 October 2013,"King Baudouin Stadium, Brussels"
Sweden,Germany,15 October 2013,Friends Arena
Panama,USA,15 October 2013,"Estadio Rommel Fernandez, Panama City"
Peru,Bolivia,15 October 2013,Estadio Nacional de Lima
Uruguay,Argentina,15 October 2013,"Estadio Centenario, Montevideo"
Lithuania,Bosnia and Herzegovina,15 October 2013,"Dariaus ir Gireno Stadionas, Kaunas"
Canada,Australia,15 October 2013,Craven Cottage
Ghana,Egypt,15 October 2013,Baba Yara Stadium
Romania,Estonia,15 October 2013,"Arena Nationala, Bucurest"
Italy,Germany,15 November 2013,Stadio Giuseppe Meazza
Korea Republic,Switzerland,15 November 2013,"Olympic Stadium, Seoul"
Ecuador,Argentina,15 November 2013,MetLife Stadium
Greece,Romania,15 November 2013,"Karaiskakis Stadium, Athens"
Scotland,USA,15 November 2013,"Hampden Park, Glasgow"
Portugal,Sweden,15 November 2013,"Estadio da Luz, Lisbon"
Ukraine,France,15 November 2013,"Dynamo, Tblisi"
Turkey,Northern Ireland,15 November 2013,Adana 5 Ocak Stadium
Brazil,Japan,15 June 2013,Estadio Nacional Mane Garrincha
Belgium,Colombia,14 November 2013,"King Baudouin Stadium, Brussels"
Guatemala,Argentina,14 June 2013,Estadio Nacional Mateo Flores
